,site,species,individual,start_end,age,aborted_ovule_count,accessory_costs,accessory_costs_using_seedweight,accessory_inv,all_leaf_and_repro_inv,all_leaf_inv,choosiness,cone_count,count_per_length,diameter,diameter_0,discarded_costs,discarded_inv,embryo_endo_costs,embryo_endo_inv,embryo_endo_size,flower_inv,fruit_costs,fruit_inv,gross_inv,growth_height,growth_inv,growth_leaf,growth_leaf_area,growth_leaf_neg,growth_leaf_pos,growth_leaf_prop_no_accessory,growth_shoot_length,growth_stem,growth_stem_area,growth_stem_diameter,height,height_0,inflorescence_count,leaf_area,leaf_area_0,leaf_inv_gross,leaf_replacement,leaf_repro_inv,leaf_shed,leaf_size,leaf_weight,leaf_weight_0,lifespan,LMA,lvs_end,lvs_end_count,lvs_end_length,mature,maturity,ovule_count,ovule_per_ovary,pack_disp_success_inv,packaging_dispersal_costs,packaging_dispersal_costs_temp,pollen_attract_costs,pollen_set,postpollen_aborted_costs,postpollen_aborted_count,postpollen_aborted_inv,postpollen_all_costs,postpollen_all_inv,postpollen_count,postpollen_temp_inv,prepollen_all_costs,prepollen_all_inv,prepollen_costs_from_pack_disp_tissues,prepollen_costs_from_seed_tissues,prepollen_count,prepollen_count_aborted_preflowering,prepollen_count_reach_flowering,prepollen_discarded_costs,prepollen_discarded_inv,prepollen_inv_aborted_preflowering,prepollen_inv_from_aborted_dispersal,prepollen_inv_from_pack_disp_tissues,prepollen_partial_costs,prepollen_success_inv,prepollen_temp_inv,prop_accessory_vs_embryo_endo,prop_accessory_vs_propagule,prop_discarded_vs_all_repro,prop_embryo_endo_vs_all_repro,prop_embryo_endo_vs_success,prop_endo,prop_leaf_expand,prop_leaf_loss,prop_leaf_replacement,prop_pack_disp_vs_all_repro,prop_pack_disp_vs_success,prop_pollen_attract_vs_all_repro,prop_pollen_attract_vs_success,prop_postpollen_all_vs_all_repro,prop_postpollen_discarded,prop_postpollen_discarded_vs_all_repro,prop_postpollen_success,prop_prepollen_all_vs_all_repro,prop_prepollen_discarded,prop_prepollen_discarded_vs_all_repro,prop_prepollen_success,prop_propagule_vs_all_repro,prop_provisioning_vs_success,prop_repro,prop_success,prop_surplus,propagule_costs,propagule_costs_temp,propagule_inv,provisioning_costs,RA,RA_max_1,replace_leaf_prop_no_accessory,repro_and_leaf_growth_prop_surplus,repro_costs,repro_inv,repro_prop_all_leaf,reproducing,scaled_ovule_count,scaled_pollen_attract_costs,scaled_provisioning_costs,scaled_reach_flowering_count,scaled_repro_inv,scaled_seed_count,seed_coat_costs,seed_count,seed_prop_all,seed_prop_all_acc,seed_prop_surplus,seed_prop_veg,seed_size,seed_size_source,seedset,shoot_leaf_count,shoot_leaf_count_new,shoot_leaf_count_new_and_shed_count,shoot_leaf_count_start,shoot_length_start,stem_area,stem_weight,stem_weight_0,stop_at_flower_count,success_costs,success_inv,surplus_inv,total_inv,total_weight,total_weight_0,wood_density,zygote_set,mean_P,mean_N,mean_P_s,mean_N_s,ratio_leaf_stem,leaf_m_whole,leaf_a_whole,mean_P_area,mean_N_area,age_group,mean_ratio_leaf_stem,mean_leaf_m_whole,mean_leaf_a_whole,mean_g_diameter,mean_g_height,mean_g_inv,mean_g_leaf_area,mean_g_gross_inv,mean_ratio_leaf_stem_s,mean_leaf_m_whole_s,mean_leaf_a_whole_s,mean_g_stem_diameter_s,mean_g_height_s,mean_g_inv_s,mean_g_leaf_area_s,mean_g_gross_inv_s,mean_LMA_s,mean_P_area_s,mean_N_area_s
53,Basin2007,PEPU,PEPU_401,end,5,63,192.2610218,188.5456432,2307.132262,4064.935895,1727.519086,6.25,1,1,4.143333333,2.843333333,71.70581602,860.4697923,2.523712273,30.28454727,2.21,666.743813,6.239090909,74.86909091,5301.502969,82,2277.787878,1041.220804,35.90416567,0,1041.220804,0.357839912,74,1236.567074,7.133509719,1.3,325,243,0,110.5413793,74.63721364,1727.519086,686.2982815,3378.637614,686.2982815,3.518540833,3205.7,2164.479196,40,0.029,28,28,0,TRUE,7,75,1,1339.98346,111.6652883,111.0108417,8.889917507,1,25.03374911,63,300.4049893,139.2227497,1670.672996,75,1900.242896,55.56198442,666.743813,3.060932,0,0,0,75,46.67206691,560.064803,0,192.838716,229.5699,5.828985507,106.6790101,437.173913,0.987043583,0.967969302,0.368128521,0.012956417,0.02050483,0.4045,0.637298071,0.317073171,0.766751602,0.573275359,0.907265761,0.045639703,0.072229409,0.714751853,0.179810765,0.128520077,0.820189235,0.285248147,0.84,0.239608443,0.16,0.032030698,0.927770591,0.44089701,0.631871479,0.831166272,6.239090909,6.239090909,74.86909091,114.1890006,0.506460053,0.69182229,0.587036077,0.831166272,194.7847341,2337.416809,0.575019353,TRUE,1.004860663,0.119108379,1.529920465,1.004860663,31.31704273,0.160777706,3.715378636,12,0.010113827,0.005712446,0.008963538,0.005712446,6.239090909,Henery,0.16,44,16,0,41,45,13.48309608,1735.8,499.2329263,0,123.0789181,1476.947017,3378.637614,4615.204687,4941.5,2663.712122,0.6575,0.16,NA,NA,NA,NA,1.846814149,0.648730143,0.022370005,NA,NA,"Old (5, 7, 9, 32 yrs)",1.844606636,0.637186669,0.021971954,1.236111111,55.66666667,2106.797647,31.11238887,3633.492798,2.607257489,0.587628333,0.023980619,0.983821138,63.26829268,4766.612303,28.20874711,7734.157591,0.02973503,434.4576231,3.99442197
54,Waratah2003,PEPU,PEPU_801,end,9,8,0,0,316.3154872,14001.74833,13685.43285,0,1,1,9.463333333,8.34,0,316.3154872,0,0,2.21,0,0,0,21201.56635,70,10074.08589,2874.26788,83.71654019,0,2874.26788,0.137621899,190,7199.818014,15.70723896,1.123333333,895,825,0,693.8126214,610.0960812,13685.43285,10811.16497,3190.583367,10811.16497,4.04059625,23820.9,20946.63212,40,0.034333333,15,15,0,TRUE,7,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,316.3154872,0,0,8,0,8,0,316.3154872,254.681734,0,0,0,0,316.3154872,1,1,1,0,0,0.4045,0.150488097,0.516129032,0.660411033,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0.01491944,0,0.227870355,0,0,0,0,0.030443048,0.09914033,0.655267822,0.227870355,0,316.3154872,0.022591142,TRUE,0.013112689,0,0,0.013112689,0.518468315,0,0,0,0,0,0,0,0,Henery,0,47,32,0,31,185,70.33607945,20722.5,13522.68199,8,0,0,3190.583367,10390.40138,44543.4,34469.31411,0.6575,0,74.3055,0.8714,132.8361111,1.055844444,1.149518639,0.534779563,0.015576104,300.2385247,3.520975572,"Old (5, 7, 9, 32 yrs)",0.892851129,0.465023556,0.013544375,1.242380952,95.42857143,8465.972248,50.07725791,14793.61181,2.607257489,0.587628333,0.023980619,0.983821138,63.26829268,4766.612303,28.20874711,7734.157591,0.02973503,434.4576231,3.99442197
55,Basin1981,PEPU,PEPU_901,end,32,41,236.3978678,232.7653178,1891.182942,10617.23275,8706.31021,6.125,1,1,12.38333333,10.34333333,73.39633226,587.1706581,2.46745,19.7396,2.21,497.3002899,6.1,48.8,36033.85471,-52,25485.46687,68.8449134,1.735586052,0,68.8449134,0.00259454,25,25416.62195,36.41294381,2.04,1605,1657,0,347.9042017,346.1686156,8706.31021,8637.465296,1979.767456,8637.465296,4.26572,13800.2,13731.35509,40,0.039666667,23,23,0,TRUE,7,49,1,1222.8204,152.85255,153.54,10.14898551,1,21.38278154,41,171.0622523,176.7027815,1413.622252,49,1625.302252,62.16253623,497.3002899,4.32,0,0,0,49,52.01355072,416.1084058,0,177.12,211.68,5.828985507,81.19188406,285.6202899,0.98967012,0.974462597,0.307270779,0.01032988,0.014911858,0.4045,0.054941873,0.629032258,0.294646044,0.639911024,0.923753473,0.042488318,0.061334669,0.739759054,0.121009875,0.089518151,0.878990125,0.260240946,0.836734694,0.217752628,0.163265306,0.025537403,0.938665331,0.053031311,0.692729221,0.186467369,6.1,6.1,48.8,155.32,0.06975089,0.965225758,0.255576068,0.186467369,238.8653178,1910.922542,0.179983107,TRUE,0.141549516,0.029318041,0.448683078,0.141549516,5.520207367,0.023110125,3.63255,8,0.00057815,0.000547807,0.009970666,0.000547807,6.1,Henery,0.163265306,31,8,0,62,30,120.4384085,55906.6,30489.97805,0,165.4689855,1323.751884,1979.767456,27396.38941,69706.8,44221.33313,0.6575,0.163265306,92.021,1.2533,132.8361111,1.055844444,0.246843843,0.197974946,0.004990965,392.5358201,5.346226876,"Old (5, 7, 9, 32 yrs)",0.265071464,0.207731375,0.005236925,0.896111111,67.16666667,12720.26549,1.801304701,18646.04272,2.607257489,0.587628333,0.023980619,0.983821138,63.26829268,4766.612303,28.20874711,7734.157591,0.02973503,434.4576231,3.99442197
56,Basin2005,PHPH,PHPH_001,end,7,191,149.3299931,148.2808316,746.6499653,2901.045333,2147.421731,39.2,0,1.764250843,5.656666667,4.616666667,143.3640655,716.8203275,1.394727389,6.973636944,1.7127,700.7194794,4.016666667,20.08333333,5404.702901,105,2768.065607,264.4080395,13.67627791,0,264.4080395,0.058260754,75,2503.657568,8.391403417,1.04,630,525,0,232.6913793,219.0151014,2147.421731,1883.013691,1018.031642,1883.013691,0.162343832,4498.7,4234.29196,32,0.019333333,229.3526096,0,130,TRUE,2.4,196,2,11.95414083,2.390828167,1.341666667,3.575099385,0.275510204,7.072602339,49,35.3630117,10.85815789,54.29078947,54,66.77078947,139.8665625,699.3328127,0,0.231111111,142,0,196,136.2914632,681.4573158,0,0,0,3.343988274,17.87549692,686.8528127,0.990746525,0.983785746,0.951164912,0.009253475,0.189484142,0.5707,0.188360334,0.444705681,0.536763146,0.015862217,0.32481188,0.023719396,0.485703978,0.072039662,0.651363004,0.046923971,0.348636996,0.927960338,0.974439213,0.904240942,0.025560787,0.016214254,0.514296022,0.139438488,0.048835088,0.350918902,2.443888889,2.675,12.21944444,3.785555556,0.21399492,0.740275225,0.462509851,0.350918902,150.7247204,753.6236022,0.259776569,TRUE,0.894915459,0.016323529,0.01728445,0.894915459,3.440966387,0.022829476,1.0491615,5,0.001497114,0.001290291,0.006850118,0.001290291,2.443888889,Wenk,0.025510204,361.6714228,132.3188132,0,413.0289144,195,25.13107444,5801.3,3297.642432,142,7.36065494,36.8032747,1018.031642,3521.689209,10300,7531.934393,0.85,0.092592593,115.796,1.2456,133.2075714,1.2872,0.77546412,0.43676699,0.022591396,18.79876638,0.202215477,"Old (5, 7, 9, 32 yrs)",0.980377103,0.473700903,0.024501771,1.236666667,31,4009.049418,20.18893596,7209.100486,0.823329865,0.416534395,0.024074561,0.934019608,25.58823529,3099.392381,20.45452524,5448.151282,0.017421569,20.60335951,0.174025451
57,Waratah2011,PHPH,PHPH_161,end,2.4,0,0,0,0,2472.28682,2472.28682,0,0,1.764250843,5.283333333,2.91,0,0,0,0,1.7127,0,0,0,5122.358224,145,4535.734601,1885.663196,121.6556901,0,1885.663196,0.368124038,133,2650.071405,15.27246871,2.373333333,455,310,0,255.3806452,133.7249551,2472.28682,586.6236237,1885.663196,586.6236237,0.140006094,3958.4,2072.736804,32,0.0155,268.1661281,0,152,FALSE,2.4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.5707,0.368124038,0.283018868,0.482646217,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.76272024,0,0,0,0,0,0,0.482646217,0.76272024,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,Wenk,0,502.8114903,234.6453621,0,374.0211787,252,21.9232989,3273.6,623.5285954,0,0,0,1885.663196,4535.734601,7232,2696.265399,0.85,0,271.444,0.7361,133.2075714,1.2872,1.209188661,0.547345133,0.035312589,38.00381411,0.103058486,"Young (1.4, 2.4 yrs)",1.28542484,0.55360314,0.035716332,1.549444444,154,2703.831696,72.76373197,3079.741974,0.823329865,0.416534395,0.024074561,0.934019608,25.58823529,3099.392381,20.45452524,5448.151282,0.017421569,20.60335951,0.174025451
58,Basin2005,PILI,PILI_001,end,7,59,22.10071206,21.8328193,154.7049844,264.4134142,108.4820427,9.428571429,0,0.404928907,3.623333333,3.383333333,19.10299053,133.7209337,0.175198145,1.226387018,0.72,150.3586989,1.160757576,8.12530303,366.029868,15,90.65203427,-10.96441957,-1.154149428,-10.96441957,0,0.005803325,28,101.6164538,1.320725552,0.24,235,220,4,11.76842105,12.92257048,108.4820427,108.4820427,144.9669519,119.4464623,0.139314792,111.8,122.7644196,7,0.0095,1,1,0,TRUE,1.4,66,1,5.036916012,0.71955943,0.451666667,2.278162105,0.590163934,0.830042724,29,5.810299065,1.724800299,12.0736021,36,21.6496021,20.55110991,143.8577694,0,0.266,30,5,61,18.2729478,127.9106346,4.889880952,0,0,2.012162105,15.94713474,134.2817694,0.992135085,0.980108965,0.857562737,0.007864915,0.055216697,0.3954,0.426007234,0.972972973,0.722382071,0.032302134,0.226781483,0.102270214,0.71800182,0.077428948,0.4812399,0.037261899,0.5187601,0.922571052,0.889146517,0.820300838,0.110853483,0.019891035,0.28199818,0.426007234,0.142437263,0.589725646,0.443090909,0.709090909,3.101636364,0.894757576,0.632367661,1,0.519145819,0.589725646,22.27591021,155.9313715,0.589725646,TRUE,5.107343009,0.176293262,0.069239907,4.720423084,12.06659091,0.541687895,0.267892764,7,0.005803325,0.003350511,0.007864915,0.003350511,0.443090909,Wenk,0.106060606,22,21,0,37,132,10.31113469,829.3,727.6835462,25,3.172919681,22.21043777,155.9313715,246.5834057,941.1,850.4479657,0.8425,0.194444444,473.708,1.545,298.3522,1.20306,0.134812492,0.118797152,0.012504963,65.99453133,0.215241353,"Old (5, 7, 9, 32 yrs)",0.089714095,0.081185535,0.008545846,0.24984127,-40.71428571,122.0733285,-0.749916923,282.6883887,0.759597046,0.367161936,0.047132115,0.732908497,105.9705882,261.5005218,3.628238673,480.4304585,0.008573529,38.47150843,0.156085816
59,Waratah2011,PILI,PILI_102,end,1.4,0,0,0,0,24.5,24.5,0,0,0.404928907,0.826666667,0.28,0,0,0,0,0.72,0,0,0,51.91814349,26,35.72826593,8.310122443,1.187160349,0,8.310122443,0.160062011,33,27.41814349,0.475148436,0.546666667,60,34,0,3.5,2.312839651,24.5,16.18987756,8.310122443,16.18987756,0.118183211,24.5,16.18987756,7,0.007,0,0,0,FALSE,1.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.3954,0.160062011,1,0.471896689,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.339188671,0,0,0,0,0,0,0.471896689,0.339188671,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,Wenk,0,19,19,0,22,34,0.536723652,28.1,0.681856508,0,0,0,8.310122443,35.72826593,52.6,16.87173407,0.8425,0,219.799,1.1285,298.3522,1.20306,0.871886121,0.465779468,0.066539924,25.97655153,0.133369753,"Young (1.4, 2.4 yrs)",1.298086307,0.547344829,0.078192118,0.861111111,203.3333333,286.7148332,11.28229709,439.1602097,0.759597046,0.367161936,0.047132115,0.732908497,105.9705882,261.5005218,3.628238673,480.4304585,0.008573529,38.47150843,0.156085816
60,Waratah2011,PILI,PILI_151,end,2.4,0,0,0,0,223.3126246,223.3126246,0,0,0.404928907,1.6,0.77,0,0,0,0,0.72,0,0,0,555.9253716,140,300.4768672,-32.13587975,-3.060559977,-32.13587975,0,0,205,332.6127469,1.544956727,0.83,385,245,0,23.2952381,26.35579807,223.3126246,223.3126246,-32.13587975,255.4485044,0.129997,244.6,276.7358798,7,0.0105,8,8,0,FALSE,1.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.3954,0,0.923076923,0.401695328,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.401695328,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,Wenk,0,85,77,0,104,245,2.010619298,378.7,46.08725305,0,0,0,0,300.4768672,623.3,322.8231328,0.8425,0,289.2275,1.10665,298.3522,1.20306,0.645893847,0.392427403,0.037374038,37.59870732,0.14386118,"Young (1.4, 2.4 yrs)",0.527895429,0.336065075,0.032006198,0.868333333,77.5,253.2380011,-2.476221583,482.6998593,0.759597046,0.367161936,0.047132115,0.732908497,105.9705882,261.5005218,3.628238673,480.4304585,0.008573529,38.47150843,0.156085816
61,Basin2005,PUTU,PUTU_001,end,7,152,192.8581091,192.212686,771.4324363,2207.020818,1432.462154,39,0,1.377173814,4.436666667,3.43,186.9526636,747.8106545,0.781556946,3.126227784,1.274,678.9580411,2.447727273,9.790909091,4487.530942,105,2215.455174,-65.05494961,-6.255283616,-65.05494961,0,0.000841266,125,2280.510124,6.219655322,1.006666667,680,575,0,226.75,233.0052836,1432.462154,1432.462154,709.5037145,1497.517104,0.2085725,2358.2,2423.25495,32,0.0104,140.471729,0,102,TRUE,2.4,156,2,6.212601307,1.553150327,0.907727273,4.352295136,0.538461538,22.80866847,80,91.23467389,25.14337574,100.573503,84,110.067183,168.4962903,673.9851611,0,0.11302,72,0,156,164.1439951,656.5759806,0,0,0,4.239275136,17.40918054,664.4914811,0.995963859,0.992630745,0.965466774,0.004036141,0.116877025,0.5477,0.172602412,0.617977528,0.491811833,0.008020827,0.23226406,0.022476258,0.650858916,0.129846205,0.90714424,0.117789237,0.09285576,0.870153795,0.974169787,0.847677537,0.025830213,0.007369255,0.349141084,0.172602412,0.034533226,0.350952133,1.42698,1.54,5.70792,2.334707273,0.259048522,1,0.386316019,0.350952133,193.639666,774.5586641,0.350952133,TRUE,0.669512715,0.018678955,0.010019976,0.669512715,3.324210731,0.017166993,0.645423054,4,0.000841266,0.000696648,0.004036141,0.000696648,1.42698,Wenk,0.025641026,312.6184557,172.1467267,0,367.7054082,172,15.45978617,4383.4,2102.889876,72,6.687002408,26.74800963,774.5586641,2990.013838,6741.6,4526.144826,0.886666667,0.047619048,103.596,1.1765,104.5506667,1.117711111,0.537984213,0.349798267,0.033634449,21.60727671,0.245385546,"Old (5, 7, 9, 32 yrs)",0.564151221,0.357390037,0.034364427,0.619047619,41,1645.791707,-7.198384884,4013.322031,0.897954729,0.416277706,0.046388874,1.230833333,116.34,2237.335539,61.32655893,3638.524784,0.010050667,26.72266665,0.255949098
62,Waratah2011,PUTU,PUTU_101,end,1.4,0,0,0,0,1833.349147,1833.349147,0,0,1.377173814,4.24,1.13,0,0,0,0,1.274,0,0,0,3340.145294,256,2828.995797,1322.199649,176.2932866,0,1322.199649,0.395850938,245,1506.796148,13.11669911,3.11,340,84,0,254.2,77.90671343,1833.349147,511.1494973,1322.199649,511.1494973,0.228550694,1906.5,584.3003507,32,0.0075,20,20,0,FALSE,2.4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.5477,0.395850938,0.874806076,0.548883053,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.721193588,0,0,0,0,0,0,0.548883053,0.721193588,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,Wenk,0,357.4075843,337.4075843,0,159.7521624,116,14.11957402,1530.3,23.50385239,0,0,0,1322.199649,2828.995797,3436.8,607.8042031,0.886666667,0,143.944,1.038,104.5506667,1.117711111,1.24583415,0.554731145,0.073964153,32.89850116,0.237235621,"Young (1.4, 2.4 yrs)",1.62060006,0.613902012,0.081853602,1.989270833,214.5,2429.441,168.032284,2932.557331,0.897954729,0.416277706,0.046388874,1.230833333,116.34,2237.335539,61.32655893,3638.524784,0.010050667,26.72266665,0.255949098
63,Waratah2011,PUTU,PUTU_151,end,2.4,0,0,0,0,618.7531869,618.7531869,0,0,1.377173814,3.053333333,1.796666667,0,0,0,0,1.274,0,0,0,1288.3777,85,956.8289391,287.2044263,29.30657411,0,287.2044263,0.222919433,85,669.6245128,4.786870906,1.256666667,282,197,0,97.48979592,68.1832218,618.7531869,331.5487605,287.2044263,331.5487605,0.31361482,955.4,668.1955737,32,0.0098,112.4021669,16,70,FALSE,2.4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.5477,0.222919433,0.496185209,0.480257604,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.464166379,0,0,0,0,0,0,0.480257604,0.464166379,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,Wenk,0,229.4619411,117.0597742,0,223.1021578,102,7.322144904,829.7,160.0754872,0,0,0,287.2044263,956.8289391,1785.1,828.2710609,0.886666667,0,98.1275,1.2935,104.5506667,1.117711111,1.151500542,0.535208112,0.054613073,30.77423826,0.40566077,"Young (1.4, 2.4 yrs)",1.082562431,0.515403403,0.052592184,1.239047619,152.4285714,2142.182879,73.82208492,2993.562132,0.897954729,0.416277706,0.046388874,1.230833333,116.34,2237.335539,61.32655893,3638.524784,0.010050667,26.72266665,0.255949098
64,Basin2007,PUTU,PUTU_401,end,5,40,96.8059234,96.03611785,193.6118468,435.8455618,240.3693662,21,0,1.377173814,2.57,2.45,90.90382271,181.8076454,0.932174446,1.864348892,1.274,182.7963957,2.595,5.19,556.0316912,60,129.3649818,9.178852477,0.767035026,0,9.178852477,0.030470741,57,120.1861293,0.473123854,0.12,413,353,0,26.32311978,25.55608475,240.3693662,231.1905137,204.6550482,231.1905137,0.205891673,315,305.8211475,32,0.011966667,33.54347627,6,20,TRUE,2.4,42,2,3.099611108,1.549805554,0.78,4.352295136,0.119047619,4.14047,3,8.28094,6.62245,13.2449,5,13.81,91.11564785,182.2312957,0,0.11302,37,0,42,86.76335271,173.5267054,0,0,0,4.239275136,8.704590271,181.6661957,0.990462527,0.98258632,0.930075628,0.009537473,0.136396974,0.5477,0.36806364,0.755966406,0.783850217,0.015856719,0.226769558,0.04453018,0.636833468,0.067757099,0.625217253,0.042362908,0.374782747,0.932242901,0.952233286,0.88771272,0.047766714,0.01741368,0.363166532,0.351555853,0.069924372,0.469558637,1.70198,1.815,3.40396,2.48198,0.601759288,0.955149641,0.668378729,0.469558637,97.73809785,195.4761957,0.448498764,TRUE,1.643444229,0.170303674,0.097118945,1.643444229,7.648910136,0.078259249,0.769805554,2,0.005144169,0.003352954,0.009109714,0.003352954,1.70198,Wenk,0.047619048,98.27064551,64.72716924,0,137.4543385,129,5.187476329,884.4,764.2138707,37,6.834275136,13.66855027,204.6550482,324.8411775,1199.4,1070.035018,0.886666667,0.4,NA,NA,NA,NA,0.356173677,0.262631316,0.021946907,NA,NA,"Old (5, 7, 9, 32 yrs)",0.676842522,0.396018655,0.033093481,0.867142857,69.42857143,1212.001389,3.177194743,2452.315216,0.897954729,0.416277706,0.046388874,1.230833333,116.34,2237.335539,61.32655893,3638.524784,0.010050667,26.72266665,0.255949098
65,Waratah2003,PUTU,PUTU_801,end,9,239,353.1774503,352.4521209,1059.532351,3573.192606,2511.025303,80.66666667,0,1.377173814,5.013333333,4.506666667,347.3598258,1042.079477,0.878317279,2.634951838,1.274,1053.255423,2.456666667,7.37,6376.82408,85,2598.852639,-204.7788351,-16.04011763,-204.7788351,0,0.000495544,110,2803.631475,3.788341861,0.506666667,880,795,0,314.0522193,330.092337,2511.025303,2511.025303,857.3884677,2715.804138,0.195680982,4009.4,4214.178835,32,0.012766667,110.1739051,0,80,TRUE,2.4,242,2,4.395988162,1.465329387,0.74,4.352295136,0.012396694,0.74,0,2.22,3.083646667,9.25094,3,9.59,350.9721209,1052.916363,0,0.11302,239,0,242,346.6198258,1039.859477,0,0,0,4.239275136,13.05688541,1052.577303,0.997519269,0.995470638,0.981087889,0.002480731,0.131171582,0.5477,0.166566819,0.644444444,0.560340471,0.004138697,0.218838429,0.012292682,0.649989989,0.008709494,0.239975613,0.002090066,0.760024387,0.991290506,0.987599314,0.978997823,0.012400686,0.004529362,0.350010011,0.166566819,0.018912111,0.297260019,1.603646667,1.716666667,4.81094,2.343646667,0.290128795,1,0.472733185,0.297260019,354.0557676,1062.167303,0.297260019,TRUE,0.733128198,0.013185084,0.007099973,0.733128198,3.21778843,0.009088366,0.725329387,3,0.000495544,0.000413208,0.002480731,0.000413208,1.603646667,Wenk,0.012396694,241.0054174,130.8315123,0,309.8641081,225,19.73981347,10821.2,8017.568525,239,6.695941802,20.08782541,1062.167303,3661.019942,14830.6,12231.74736,0.886666667,1,109.6715,1.122,104.5506667,1.117711111,0.370513437,0.270346446,0.021175962,21.46062683,0.219554062,"Old (5, 7, 9, 32 yrs)",0.319778272,0.241125087,0.018887082,1.186190476,37.14285714,3364.124852,-12.85298881,6476.757073,0.897954729,0.416277706,0.046388874,1.230833333,116.34,2237.335539,61.32655893,3638.524784,0.010050667,26.72266665,0.255949098
66,Basin1981,PUTU,PUTU_902,end,32,289,189.9105088,189.2168314,1329.373562,3387.755099,2052.501613,42.28571429,0,1.377173814,6.37,5.93,183.7245363,1286.071754,0.839989135,5.879923943,1.274,1288.27936,2.786686486,19.50680541,7404.149291,40,3907.452197,-108.9419952,-9.612528987,-108.9419952,0,0.000967924,40,4016.394192,4.25057486,0.44,1410,1370,0,286.4558824,296.0684113,2052.501613,2052.501613,1226.31149,2161.443609,0.20243072,3246.5,3355.441995,32,0.011333333,80.85869068,12,50,TRUE,2.4,296,2,12.83574146,1.833677352,1.14,4.352295136,0.064189189,4.279108571,12,29.95376,6.952775058,48.66942541,19,50.81680541,183.7977229,1286.58406,0,0.11302,277,0,296,179.4454277,1256.117994,0,0,0,4.239275136,30.46606595,1284.43668,0.995596399,0.99195983,0.963166746,0.004403601,0.119555042,0.5477,0.180338542,0.644160624,0.457548189,0.009612962,0.260985962,0.022816691,0.619458996,0.036449578,0.615453331,0.022433014,0.384546669,0.963550422,0.97632019,0.940733732,0.02367981,0.00804017,0.380541004,0.180338542,0.036833254,0.394141089,1.533666486,1.646686486,10.73566541,2.673666486,0.254687859,1,0.338840746,0.394141089,190.7504979,1335.253486,0.394141089,TRUE,0.999768934,0.014700302,0.00903057,0.999768934,4.509949168,0.023643184,0.693677352,7,0.000967924,0.000794139,0.004403601,0.000794139,1.533666486,Wenk,0.023648649,135.9456432,55.08695254,0,227.2336792,325,31.86902274,22141.5,18125.10581,277,7.025961622,49.18173135,1335.253486,5242.705682,25388,21480.5478,0.886666667,0.368421053,87.111,0.9187,104.5506667,1.117711111,0.146625116,0.127875374,0.011283121,17.63394246,0.185973103,"Old (5, 7, 9, 32 yrs)",0.077465727,0.070315472,0.006204306,0.388888889,47.5,2407.83586,-3.470656418,3791.276549,0.897954729,0.416277706,0.046388874,1.230833333,116.34,2237.335539,61.32655893,3638.524784,0.010050667,26.72266665,0.255949098
